id_aluno,idade_aluno_2020,fase_2021,turma_2021,ponto_virada_2021,pedra_2021,ian_2021,ida_2021,ieg_2021,iaa_2021,ips_2021,ipp_2021,ipv_2021,inde_2021,instituicao_ensino_aluno_2021,sinalizador_ingressante_2021,rec_equipe_1_2021,rec_equipe_2_2021,rec_equipe_3_2021,rec_equipe_4_2021,nivel_ideal_2021,defasagem_2021
pm-1,11,2.0,G,Não,Ametista,5.0,8.8,6.3,7.5,6.9,7.7,8.1,7.319,Rede Decisão,Ingressante,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-3,12,3.0,F,Não,Ametista,10.0,5.6,6.9,7.1,6.3,7.3,7.2,7.021,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-5,10,2.0,L,Não,Ametista,10.0,5.4,7.5,7.4,7.5,8.5,7.4,7.399,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-8,14,5.0,L,Não,Topázio,10.0,7.1,8.6,8.8,7.5,8.0,8.5,8.269,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Nível 5 (1o EM),0.0
pm-11,8,1.0,A,Sim,Topázio,10.0,8.8,10.0,9.0,6.3,7.7,9.7,8.99,Rede Decisão,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0.0
pm-13,,0.0,T,Não,Quartzo,5.0,0.8,0.0,8.0,7.5,0.0,6.0,3.413,Escola Pública,Ingressante,Não avaliado,Não avaliado,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-17,13,1.0,G,Não,Ágata,5.0,2.6,4.2,9.5,7.5,8.4,8.8,6.14,Escola Pública,Veterano,Não avaliado,Mantido na Fase atual,Mantido na Fase + Bolsa,Não avaliado,Nível 3 (7o e 8o ano),-2.0
pm-18,14,4.0,F,Não,Ágata,5.0,5.3,3.3,10.0,6.3,7.7,5.2,5.666,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Nível 5 (1o EM),-1.0
pm-19,,2.0,C,Não,Ágata,5.0,4.6,6.3,9.0,7.5,7.7,8.3,6.751,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-28,13,4.0,G,Sim,Topázio,10.0,8.8,9.2,8.3,7.5,9.4,9.9,9.079,Rede Decisão,Ingressante,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 4 (9o ano),0.0
pm-29,,3.0,D,Não,Ágata,5.0,3.8,5.3,9.6,7.5,7.5,7.9,6.342,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 5 (1o EM),-2.0
pm-34,12,2.0,C,Não,Ágata,5.0,5.5,2.9,6.9,7.5,7.7,8.7,6.129,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-35,18,7.0,A,Sim,Topázio,5.0,8.2,9.4,9.2,7.5,8.4,9.4,8.416,Escola Pública,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Nível 8 (Universitários),-1.0
pm-36,14,3.0,C,Não,Ágata,5.0,4.7,6.4,8.3,3.8,7.3,7.9,6.246,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 5 (1o EM),-2.0
pm-37,10,2.0,N,Não,Ágata,10.0,6.5,5.4,0.0,6.9,7.5,6.7,6.154,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-38,,3.0,L,Não,Ágata,10.0,5.1,6.9,3.8,7.5,7.5,7.8,6.847,Escola Pública,Ingressante,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-40,,5.0,B,Não,Ametista,5.0,6.0,7.8,9.2,7.5,8.3,8.0,7.334,Escola Pública,Ingressante,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 6 (2o EM),-1.0
pm-41,11,2.0,C,Não,Ágata,5.0,6.8,5.0,0.0,7.5,7.5,8.8,6.1,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-42,,0.0,J,Não,Ágata,10.0,4.0,6.7,10.0,7.5,7.2,6.0,6.802,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-46,8,0.0,P,Não,Topázio,10.0,6.9,10.0,8.5,7.5,8.1,8.4,8.471,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-47,,1.0,A,Não,Ágata,5.0,4.0,6.3,8.5,7.5,7.5,5.8,6.056,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-51,8,1.0,F,Não,Ametista,10.0,5.4,9.2,9.0,7.5,7.7,8.6,8.051,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0.0
pm-54,,3.0,B,Não,Ágata,10.0,4.1,5.8,7.5,7.5,7.3,5.8,6.388,Escola Pública,Ingressante,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-55,17,7.0,A,Sim,Ametista,5.0,7.6,8.9,9.6,8.1,8.1,9.2,8.219,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Nível 8 (Universitários),-1.0
pm-56,,6.0,A,Não,Ágata,5.0,5.5,7.5,8.8,5.6,7.8,7.2,6.777,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),-1.0
pm-57,16,7.0,A,Não,Ametista,10.0,6.0,6.9,8.3,6.3,7.7,7.0,7.213,Rede Decisão,Veterano,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),0.0
pm-60,17,6.0,C,Não,Ametista,5.0,6.1,7.5,7.9,6.9,7.2,7.7,6.956,Rede Decisão,Veterano,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 8 (Universitários),-2.0
pm-61,10,1.0,M,Não,Quartzo,5.0,0.0,1.3,0.0,5.6,6.9,5.1,3.017,Escola Pública,Veterano,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-62,12,2.0,L,Não,Ágata,5.0,3.1,4.6,8.5,7.5,8.1,6.2,5.704,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-65,,0.0,R,Sim,Topázio,5.0,6.9,10.0,10.0,7.5,8.1,10.0,8.438,Escola Pública,Ingressante,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-66,,2.0,E,Não,Ágata,5.0,5.9,6.3,8.0,7.5,8.5,7.7,6.875,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-67,,1.0,J,Não,Quartzo,5.0,1.1,3.3,7.4,7.5,8.3,6.1,4.939,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-71,10,0.0,J,,,5.0,3.6,0.0,7.4,5.0,0.0,0.0,,Escola Pública,Veterano,Não avaliado,Não avaliado,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-75,11,4.0,L,Sim,Topázio,10.0,8.5,9.2,10.0,7.5,8.8,9.7,9.108,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 3 (7o e 8o ano),1.0
pm-76,7,1.0,B,Sim,Topázio,10.0,7.6,10.0,10.0,7.5,7.5,9.2,8.869,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,ALFA  (2o e 3o ano),1.0
pm-77,,0.0,J,Não,Ametista,5.0,6.4,10.0,9.5,7.5,7.5,8.1,7.854,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-78,10,1.0,B,Não,Ágata,5.0,2.6,9.2,8.9,7.5,7.3,5.6,6.339,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-81,15,5.0,L,Não,Ágata,5.0,6.5,5.8,6.3,2.5,8.1,7.7,6.188,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Nível 6 (2o EM),-1.0
pm-83,14,5.0,B,Não,Ágata,10.0,3.0,6.4,6.7,3.8,7.3,6.7,5.987,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 5 (1o EM),0.0
pm-84,8,1.0,A,Não,Ametista,10.0,6.8,10.0,3.5,7.5,7.5,8.3,7.867,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0.0
pm-85,9,0.0,P,Não,Ágata,5.0,6.9,6.7,9.5,6.3,4.7,7.0,6.652,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-87,14,5.0,L,Não,Ametista,10.0,7.8,7.8,7.9,7.5,8.1,7.7,8.004,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Nível 5 (1o EM),0.0
pm-88,11,2.0,D,Sim,Ametista,5.0,7.4,9.6,9.5,6.3,8.1,9.1,8.096,Rede Decisão,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-90,14,4.0,L,Não,Ágata,5.0,4.6,5.0,7.1,7.5,7.2,7.0,5.994,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Nível 5 (1o EM),-1.0
pm-91,10,2.0,H,Não,Quartzo,10.0,2.2,0.0,9.5,7.5,5.6,2.5,4.2,Escola Pública,Veterano,Mantido na Fase atual,Não avaliado,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-93,,0.0,L,Não,Ágata,10.0,5.1,4.2,8.0,7.5,6.6,5.9,6.248,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-94,12,4.0,F,Não,Ágata,10.0,4.6,3.6,7.5,7.5,7.3,5.2,5.923,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Nível 3 (7o e 8o ano),1.0
pm-95,15,4.0,F,Não,Quartzo,5.0,1.3,5.6,8.3,7.5,6.9,4.1,4.957,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 6 (2o EM),-2.0
pm-97,12,2.0,D,Não,Ágata,5.0,5.8,5.8,8.0,7.5,7.5,6.0,6.317,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-98,,3.0,D,Não,Ametista,5.0,6.3,6.4,9.2,7.5,7.5,7.5,6.953,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-100,12,1.0,M,Não,Quartzo,5.0,0.0,0.0,8.5,3.8,6.3,3.8,3.117,Escola Pública,Veterano,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-2.0
pm-102,9,1.0,J,Não,Ágata,5.0,4.8,7.5,6.3,7.5,7.9,7.8,6.704,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-103,8,1.0,F,Não,Ametista,10.0,6.2,8.8,9.5,6.3,7.9,8.6,8.076,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0.0
pm-104,,0.0,J,Não,Ametista,10.0,6.4,10.0,9.0,7.5,7.2,6.8,8.01,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-105,13,4.0,E,Não,Quartzo,10.0,2.8,1.1,10.0,7.5,6.7,3.7,4.956,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 4 (9o ano),0.0
pm-106,10,1.0,N,Sim,Ametista,5.0,7.9,7.9,10.0,7.5,8.3,10.0,8.242,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-109,,6.0,A,Não,Ametista,5.0,7.8,6.7,7.5,7.5,8.4,8.2,7.36,Escola Pública,Ingressante,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),-1.0
pm-111,14,4.0,L,Não,Ametista,5.0,6.0,8.1,8.3,7.5,8.4,7.4,7.222,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Nível 5 (1o EM),-1.0
pm-112,14,4.0,F,Não,Ágata,5.0,6.2,3.1,9.2,6.9,7.7,6.9,6.098,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Nível 5 (1o EM),-1.0
pm-113,11,2.0,K,Não,Ágata,5.0,4.6,7.1,9.5,7.5,8.1,6.6,6.664,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-117,10,2.0,N,Não,Ametista,10.0,7.1,7.1,8.5,7.5,8.3,7.6,7.774,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-118,8,1.0,B,Não,Topázio,10.0,6.9,9.6,8.5,7.5,7.5,8.2,8.299,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0.0
pm-120,9,1.0,A,Não,Ametista,5.0,6.1,8.3,8.5,7.5,7.5,6.8,7.096,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-124,,0.0,T,Sim,Topázio,10.0,6.1,8.3,9.0,7.5,8.1,9.7,8.275,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-125,10,2.0,P,Não,Ágata,10.0,4.6,4.6,6.3,7.5,7.9,7.2,6.461,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-126,,0.0,P,Não,Ágata,5.0,4.5,4.2,9.0,7.5,7.2,7.3,6.069,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-127,,1.0,A,Não,Ametista,5.0,5.6,7.1,10.0,7.5,7.5,6.9,6.907,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-128,9,0.0,I,Não,Quartzo,5.0,4.0,6.7,7.9,4.4,2.5,5.6,5.229,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-129,,2.0,H,Não,Ágata,10.0,4.6,4.2,7.4,7.5,7.2,4.3,5.819,Escola Pública,Ingressante,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-133,10,1.0,F,Não,Ametista,5.0,7.1,9.6,9.5,7.5,7.7,8.4,7.99,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-135,9,1.0,A,Não,Ágata,5.0,3.6,4.2,9.5,6.3,6.9,7.3,5.788,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-137,,0.0,R,Não,Ágata,5.0,5.3,5.8,8.0,7.5,5.0,6.2,6.012,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-143,,3.0,H,Não,Ágata,10.0,4.3,4.4,7.9,6.3,7.5,6.8,6.278,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-149,16,7.0,A,Sim,Topázio,10.0,7.4,8.1,8.8,6.9,8.3,9.4,8.36,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Nível 7 (3o EM),0.0
pm-151,11,2.0,J,Sim,Topázio,5.0,9.1,9.6,9.5,8.1,10.0,10.0,9.004,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-152,11,3.0,B,Sim,Topázio,10.0,8.0,8.3,8.8,7.5,8.3,9.8,8.672,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-153,13,4.0,F,Sim,Topázio,10.0,7.5,7.5,10.0,7.5,8.0,9.0,8.355,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Nível 4 (9o ano),0.0
pm-154,10,1.0,N,Não,Quartzo,5.0,1.5,2.9,9.5,7.5,8.1,6.3,5.163,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-155,,6.0,C,Não,Quartzo,5.0,3.4,5.3,7.1,0.0,8.1,6.6,5.082,Escola Pública,Ingressante,Mantido na Fase + Bolsa,Promovido de Fase,Não avaliado,Não avaliado,Nível 7 (3o EM),-1.0
pm-156,12,3.0,J,Não,Ametista,10.0,7.3,7.8,7.5,6.3,8.3,8.8,7.981,Rede Decisão,Veterano,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-158,14,4.0,F,Não,Ágata,5.0,4.5,6.1,8.3,6.9,6.9,6.1,6.056,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 5 (1o EM),-1.0
pm-159,,0.0,O,Sim,Ametista,5.0,6.1,10.0,9.0,7.5,8.1,9.3,8.025,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-162,10,1.0,B,Não,Ametista,5.0,6.6,10.0,8.5,7.5,7.5,6.8,7.531,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-164,10,2.0,C,Não,Ametista,10.0,5.9,5.8,9.5,7.5,7.5,6.7,7.125,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-165,11,1.0,R,Não,Ametista,5.0,7.3,7.5,10.0,7.5,8.3,7.7,7.579,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-2.0
pm-167,,1.0,A,Não,Ametista,5.0,5.8,9.2,10.0,7.5,7.5,8.3,7.639,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-168,11,2.0,R,Não,Quartzo,5.0,2.5,1.7,0.0,5.6,7.5,4.4,3.524,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-169,8,0.0,I,Não,Ametista,5.0,6.1,10.0,8.5,4.4,5.3,6.8,6.898,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-171,,3.0,A,Sim,Ametista,5.0,7.5,8.9,8.8,7.5,8.3,9.0,8.036,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Nível 4 (9o ano),-1.0
pm-173,16,5.0,F,Não,Ágata,5.0,4.9,6.7,9.6,5.0,7.7,7.5,6.532,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Nível 7 (3o EM),-2.0
pm-176,,2.0,I,Não,Ágata,5.0,4.3,6.3,7.5,5.0,6.7,5.7,5.674,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-177,,0.0,L,Não,Ametista,10.0,4.6,8.3,9.0,7.5,6.9,6.3,7.196,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-184,9,2.0,I,Não,Ametista,10.0,5.6,9.2,8.5,7.5,7.5,8.0,7.896,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-185,,0.0,M,Não,Ametista,10.0,5.4,10.0,8.0,7.5,7.2,7.8,7.906,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-188,13,3.0,C,Não,Ágata,5.0,4.7,5.8,7.1,7.5,8.1,7.8,6.435,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-193,13,3.0,F,Sim,Ametista,5.0,7.7,10.0,9.2,5.6,7.9,9.6,8.215,Escola Pública,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-197,12,3.0,G,Não,Ametista,10.0,6.0,7.2,8.3,7.5,8.1,8.6,7.751,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-200,13,4.0,F,Não,Quartzo,10.0,3.3,1.7,7.5,6.9,6.7,3.5,4.788,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 4 (9o ano),0.0
pm-201,14,4.0,L,Não,Ágata,5.0,6.4,5.6,5.8,0.0,8.3,6.7,5.636,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Não avaliado,Promovido de Fase,Nível 5 (1o EM),-1.0
pm-206,16,7.0,A,Não,Quartzo,10.0,2.0,4.2,8.8,0.0,7.7,6.3,5.143,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase + Bolsa,Não avaliado,Mantido na Fase atual,Nível 7 (3o EM),0.0
pm-207,,3.0,H,Não,Quartzo,5.0,5.3,3.9,8.3,6.9,7.5,4.4,5.504,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-208,11,2.0,D,Não,Ágata,5.0,4.5,6.3,7.0,7.5,7.5,8.0,6.45,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-209,9,1.0,N,Sim,Ametista,5.0,4.2,7.9,8.5,7.5,8.1,9.2,7.167,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-212,8,0.0,M,Não,Ágata,5.0,4.3,8.3,9.5,5.0,2.5,4.7,5.663,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-213,12,3.0,C,Não,Topázio,10.0,7.5,9.4,9.6,7.5,8.8,8.9,8.761,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-217,9,1.0,G,Não,Ametista,5.0,7.1,8.8,8.5,7.5,8.1,8.4,7.765,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-218,,0.0,T,Sim,Topázio,10.0,6.9,10.0,9.5,7.5,8.1,9.7,8.821,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-219,11,2.0,K,Não,Quartzo,5.0,1.9,4.2,0.0,6.9,8.1,4.8,4.176,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-221,,3.0,A,Não,Quartzo,5.0,1.8,2.8,9.2,7.5,5.8,3.9,4.442,Escola Pública,Ingressante,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-225,14,5.0,B,Não,Ametista,10.0,6.0,6.7,8.3,6.9,7.5,6.7,7.138,Rede Decisão,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 5 (1o EM),0.0
pm-226,11,2.0,G,Não,Quartzo,5.0,4.3,4.2,0.0,5.6,7.1,5.8,4.617,Rede Decisão,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
