id_aluno,idade_aluno_2020,fase_2021,turma_2021,ponto_virada_2021,pedra_2021,ian_2021,ida_2021,ieg_2021,iaa_2021,ips_2021,ipp_2021,ipv_2021,inde_2021,instituicao_ensino_aluno_2021,sinalizador_ingressante_2021,rec_equipe_1_2021,rec_equipe_2_2021,rec_equipe_3_2021,rec_equipe_4_2021,nivel_ideal_2021,defasagem_2021
pm-1244,9,1.0,B,Não,Ametista,5.0,5.8,8.8,10.0,7.5,7.5,7.4,7.389,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-1248,13,3.0,G,Não,Ágata,5.0,6.5,3.9,9.2,5.6,7.7,6.1,6.047,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-1.0
pm-1250,13,3.0,R,Não,Ágata,5.0,5.8,5.8,6.7,6.9,7.5,7.1,6.343,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-1.0
pm-1251,14,3.0,M,Não,Ametista,10.0,8.1,7.2,8.8,6.3,7.5,7.4,7.789,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-1254,12,3.0,C,Não,Ametista,10.0,6.8,5.8,9.2,7.5,7.5,7.2,7.379,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase + Bolsa,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-1256,15,5.0,A,Não,Ágata,5.0,3.6,7.5,9.2,7.5,7.7,6.9,6.541,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 6 (2o EM),-1.0
pm-1260,10,1.0,C,Não,Ágata,5.0,3.9,5.0,9.0,7.5,7.7,7.3,6.163,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-1264,10,2.0,E,Não,Ágata,10.0,3.1,4.2,8.0,8.1,7.3,7.3,6.254,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-1266,12,3.0,R,Não,Quartzo,10.0,1.8,3.3,10.0,5.6,6.9,2.8,4.817,Escola Pública,Ingressante,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-1268,,1.0,A,Não,Ametista,5.0,5.0,7.5,8.0,7.5,7.5,8.4,6.978,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-1275,9,1.0,G,Sim,Topázio,5.0,7.8,9.6,9.5,7.5,8.3,9.8,8.468,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-1278,9,0.0,P,Não,Ágata,5.0,4.6,4.2,8.0,7.5,6.3,6.2,5.671,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-1279,,5.0,L,Não,Quartzo,10.0,3.8,1.9,8.3,0.0,7.3,5.1,4.729,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 5 (1o EM),0.0
pm-1285,8,1.0,J,Sim,Topázio,10.0,5.9,10.0,9.0,7.5,7.7,9.1,8.407,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 1 (4o ano),0.0
pm-1286,,0.0,K,Não,Ametista,10.0,6.5,8.3,10.0,7.5,7.8,7.6,8.015,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase + Bolsa,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-1287,10,0.0,J,Não,Ametista,5.0,5.3,10.0,8.0,7.5,7.5,8.4,7.546,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-1288,16,7.0,A,Não,Ágata,10.0,5.8,7.2,8.8,5.6,6.7,5.4,6.787,Rede Decisão,Veterano,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),0.0
pm-1289,12,2.0,L,Não,Ágata,5.0,4.8,7.9,8.5,7.5,7.9,7.1,6.86,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-1292,11,3.0,A,Não,Topázio,10.0,6.7,9.7,9.6,7.5,8.8,8.7,8.614,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-1296,10,1.0,G,Não,Ágata,5.0,3.5,8.8,9.5,7.5,7.5,7.2,6.844,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-1298,8,0.0,O,Não,Ametista,5.0,6.4,8.3,10.0,7.5,7.5,7.8,7.521,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-1299,14,7.0,A,Não,Ametista,10.0,7.2,8.3,7.1,7.5,8.3,7.8,7.936,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Nível 7 (3o EM),0.0
pm-1300,,1.0,J,Não,Ametista,5.0,5.3,8.8,9.0,7.5,7.9,7.8,7.297,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-1301,,3.0,D,Não,Ametista,10.0,6.0,7.5,9.6,7.5,8.3,8.7,7.983,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-1302,11,1.0,R,Não,Quartzo,5.0,0.6,3.3,0.0,7.5,7.2,5.3,3.827,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-2.0
pm-1307,,2.0,B,Não,Ametista,10.0,4.8,6.7,7.0,7.5,7.5,7.2,6.917,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-1308,,3.0,D,Não,Quartzo,5.0,2.3,3.3,7.1,2.5,7.5,7.8,4.892,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-1310,,3.0,A,Não,Ágata,10.0,3.5,5.3,9.2,7.5,7.5,7.2,6.625,Escola Pública,Ingressante,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-1315,12,2.0,B,Não,Quartzo,5.0,4.3,3.8,8.9,4.4,5.0,5.7,5.075,Rede Decisão,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-1319,10,2.0,R,Não,Ametista,10.0,6.3,8.3,6.4,5.0,8.1,8.4,7.572,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-1323,10,2.0,N,Não,Ametista,10.0,5.1,8.8,8.0,5.6,7.9,7.9,7.518,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-1324,10,2.0,J,Não,Ametista,10.0,3.4,8.8,8.5,7.5,7.5,7.1,7.186,Escola Pública,Veterano,Alocado em Fase anterior,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-1326,,2.0,K,Não,Quartzo,5.0,1.3,3.8,9.0,5.6,6.9,3.7,4.396,Escola Pública,Veterano,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-2.0
pm-1330,,4.0,E,Não,Ametista,5.0,5.5,8.3,8.8,7.5,7.5,7.3,7.117,Escola Pública,Veterano,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 5 (1o EM),-1.0
pm-1332,,0.0,R,Sim,Topázio,10.0,6.6,10.0,10.0,7.5,7.5,9.8,8.775,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-1334,,0.0,T,Sim,Topázio,10.0,7.4,10.0,8.5,7.5,8.1,9.7,8.821,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-1335,,2.0,G,Não,Quartzo,10.0,3.4,3.8,0.0,7.5,6.7,4.9,4.831,Rede Decisão,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-1338,10,2.0,C,Não,Ágata,10.0,5.2,2.1,7.9,7.5,7.7,8.7,6.511,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-1343,11,2.0,K,Não,Quartzo,5.0,1.3,1.3,10.0,5.6,6.9,3.7,3.996,Escola Pública,Veterano,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-1344,14,2.0,R,Não,Ágata,2.5,2.0,5.8,9.5,5.6,8.1,7.6,5.664,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 5 (1o EM),-3.0
pm-1345,,0.0,L,Não,Ágata,5.0,4.9,6.7,9.0,7.5,7.2,7.1,6.606,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-1348,13,3.0,J,Não,Ametista,5.0,6.9,8.6,7.5,6.3,7.5,8.5,7.422,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-1.0
