id_aluno,idade_aluno_2020,fase_2022,turma_2022,ponto_virada_2022,pedra_2022,ian_2022,ida_2022,ieg_2022,iaa_2022,ips_2022,ipp_2022,ipv_2022,inde_2022,cg_2022,cf_2022,ct_2022,destaque_ieg_2022,destaque_ida_2022,destaque_ipv_2022,nota_port_2022,nota_mat_2022,nota_ing_2022,rec_ava_1_2022,rec_ava_2_2022,rec_ava_3_2022,rec_ava_4_2022,indicado_bolsa_2022,nivel_ideal_2022,ano_ingresso_2022,bolsista_2022,qtd_aval_2022
pm-1097,12,4.0,A,Não,Topázio,10.0,6.677777777777778,9.691650853889945,9.16668,5.625,7.96875,8.000005,8.149929726333543,100.0,10.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.333333333333334,5.666666666666667,6.033333333333334,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,Não,Fase 4 (9º ano),2017,Sim,4.0
pm-1098,,0.0,A,Não,Ametista,5.0,9.3,8.61952861952862,8.500020000000001,8.125,5.3125,8.16667,7.910991723905724,165.0,44.0,2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.533333333333331,9.066666666666666,,Promovido de Fase + Bolsa,Mantido na Fase atual,,,Sim,Fase 1 (4º ano),2021,Não,2.0
pm-1099,,2.0,F,Não,Ametista,10.0,7.75,5.462962962962963,8.500020000000001,6.875,6.458333333333334,7.38889,7.303705925925926,389.0,57.0,8.0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.333333333333334,7.166666666666667,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2021,Não,3.0
pm-1101,,1.0,L,Não,Ágata,5.0,4.0,8.111341154819415,6.75,7.5,6.041666666666667,7.444443333333333,6.440323564297217,652.0,158.0,12.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,5.0,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-1102,,3.0,E,Não,Quartzo,10.0,0.0,4.886363636363637,0.0,7.5,6.09375,4.5416625,4.244980227272728,852.0,145.0,13.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,0.0,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não,Fase 3 (7º e 8º ano),2022,Não,4.0
pm-1103,13,3.0,I,Não,Ágata,5.0,3.277777777777777,7.442630898513252,10.00002,5.0,6.09375,6.2916575,6.011790235258207,727.0,103.0,3.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.333333333333333,4.833333333333333,2.666666666666667,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,Fase 5 (1º EM),2016,Não,4.0
pm-1104,,1.0,E,Não,Ametista,5.0,7.083333333333334,7.364726727545317,9.000020000000001,7.5,6.25,7.333333333333333,7.131280678842398,447.0,114.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.5,7.666666666666667,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2021,Não,3.0
pm-1105,11,2.0,A,Não,Ágata,5.0,5.083333333333334,8.505050505050505,9.50002,4.375,6.041666666666667,7.88889,6.787123434343435,560.0,87.0,9.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.5,5.666666666666667,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2016,Não,3.0
pm-1106,10,2.0,J,Não,Ágata,5.0,5.583333333333334,8.015728977616455,9.000020000000001,6.25,5.0,6.55555,6.555924462189958,637.0,111.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.666666666666667,6.5,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2022,Não,3.0
pm-1107,,3.0,A,Não,Quartzo,5.0,2.722222222222222,6.075009549274255,0.0,7.5,7.8125,7.583335,5.307363354299295,803.0,122.0,16.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,3.0,3.166666666666667,2.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Sim,Fase 4 (9º ano),2021,Não,4.0
pm-1108,,0.0,Y,Não,Ametista,5.0,8.95,6.999999999999998,9.50002,7.5,5.3125,7.83333,7.487918,315.0,91.0,6.0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.8,8.1,,Promovido de Fase,Mantido na Fase atual,,,Não,Fase 1 (4º ano),2022,Não,2.0
pm-1109,,2.0,K,Não,Ametista,5.0,6.0,9.296296296296296,8.500020000000001,7.5,6.25,7.055556666666667,7.195372592592593,431.0,64.0,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.0,8.0,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2022,Não,3.0
pm-1110,10,2.0,D,Não,Ágata,5.0,4.583333333333333,6.966300131667912,9.000020000000001,7.5,6.458333333333332,7.499996666666666,6.605761359666916,625.0,108.0,8.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.333333333333333,5.833333333333333,,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Não,Fase 3 (7º e 8º ano),2019,Não,3.0
pm-1111,,0.0,V,Não,Ametista,10.0,7.75,8.217338217338218,9.000020000000001,7.5,5.3125,7.500005,7.874720643467644,178.0,48.0,2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.6,5.9,,Promovido de Fase,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2022,Não,2.0
pm-1113,,7.0,D,Não,Ametista,5.0,7.75,10.0,7.08333,6.25,7.1875,7.16666,7.535415,296.0,5.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,6.5,,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase + Bolsa,Mantido na Fase atual,Sim,Fase 8 (Universitários),2022,Não,4.0
pm-1116,,1.0,A,Sim,Ametista,5.0,7.666666666666667,8.16017316017316,7.916679999999999,7.5,6.25,8.722226666666668,7.576481298701299,283.0,77.0,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.0,9.333333333333334,,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-1117,,0.0,G,Não,Ágata,5.0,7.583333333333333,5.925000000000001,8.000020000000001,7.5,5.625,7.08333,6.730834666666667,575.0,161.0,8.0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.333333333333333,7.833333333333333,,Mantido na Fase atual,Mantido na Fase atual,,,Não,Fase 1 (4º ano),2021,Não,2.0
pm-1118,,3.0,B,Não,Ametista,10.0,5.0,8.75,8.33334,7.5,7.34375,5.1666625,7.1010415,455.0,56.0,6.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.0,6.0,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não,Fase 3 (7º e 8º ano),2022,Não,4.0
pm-1120,,1.0,N,Não,Topázio,10.0,7.25,9.166666666666666,9.50002,7.5,6.25,7.277776666666666,8.063890666666667,127.0,30.0,2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.5,8.0,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 1 (4º ano),2022,Não,3.0
pm-1121,,0.0,N,Não,Ametista,10.0,6.0,8.422963727401292,9.50002,7.5,5.0,6.999995,7.484593745480259,317.0,93.0,2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.666666666666667,6.333333333333333,,Mantido na Fase atual,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2022,Não,2.0
pm-1122,,5.0,K,Sim,Topázio,10.0,8.777777777777779,9.615384615384617,8.33334,7.5,7.5,8.500007499999999,8.71196797863248,15.0,6.0,1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.333333333333334,8.0,10.0,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,Fase 5 (1º EM),2021,Sim,4.0
pm-1123,15,4.0,P,Sim,Ametista,2.5,7.866666666666666,9.201754385964913,8.33334,6.875,7.8125,9.25,7.815768210526317,198.0,18.0,2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,7.5,7.099999999999999,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Não,Fase 7 (3º EM),2019,Sim,4.0
pm-1124,,5.0,K,Sim,Ametista,5.0,6.466666666666666,9.213286713286712,7.08334,5.625,7.5,9.208340000000002,7.498492675990676,312.0,21.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.833333333333333,6.166666666666667,6.4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Sim,Fase 7 (3º EM),2021,Não,4.0
pm-1125,,1.0,F,Não,Ágata,5.0,3.25,9.72222222222222,9.50002,5.625,5.0,5.999995,6.306945444444445,686.0,165.0,9.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.0,5.5,,Mantido na Fase atual,Promovido de Fase,,,Não,Fase 2 (5º e 6º ano),2022,Não,2.0
pm-1126,,3.0,G,Não,Quartzo,5.0,3.444444444444444,5.799679487179487,0.0,5.625,7.5,5.6249925,4.786323286324786,835.0,135.0,11.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.333333333333333,5.5,3.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,Fase 5 (1º EM),2021,Não,4.0
pm-1127,12,3.0,A,Não,Ametista,5.0,7.166666666666667,9.736842105263158,10.00002,5.0,7.8125,7.333335,7.628620754385966,261.0,33.0,8.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.333333333333333,7.166666666666667,8.0,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Não,Fase 4 (9º ano),2018,Sim,4.0
pm-1128,14,5.0,B,Sim,Topázio,5.0,8.666666666666666,9.056712962962962,8.33334,8.75,6.458333333333334,9.4166775,8.28217875925926,64.0,8.0,2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.166666666666666,8.166666666666666,9.666666666666666,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,,Não,Fase 6 (2º EM),2018,Sim,3.0
pm-1130,11,3.0,K,Não,Topázio,10.0,9.111111111111112,9.907407407407408,9.16668,6.25,8.28125,8.208337499999999,8.815164203703704,10.0,1.0,1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.666666666666666,8.333333333333334,9.333333333333334,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase + Bolsa,Não,Fase 3 (7º e 8º ano),2019,Sim,4.0
pm-1135,,0.0,Y,Não,Ametista,5.0,9.05,8.317460317460318,8.500020000000001,7.5,3.125,7.416665,7.369327063492064,371.0,112.0,8.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.833333333333334,8.266666666666667,,Promovido de Fase,Mantido na Fase atual,,,Não,Fase 1 (4º ano),2022,Não,2.0
pm-1136,14,5.0,B,Não,Ametista,5.0,7.477777777777778,8.088984204793029,7.08333,8.125,5.833333333333334,8.2500025,7.367519229847495,372.0,23.0,9.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.833333333333333,8.166666666666666,9.433333333333334,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,,Sim,Fase 6 (2º EM),2019,Não,3.0
pm-1138,,4.0,B,Não,Topázio,10.0,7.888888888888889,8.683646812957157,7.5,7.5,8.4375,8.1250025,8.28325764036921,63.0,7.0,1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.666666666666667,7.666666666666667,8.333333333333334,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Sim,Fase 4 (9º ano),2022,Não,4.0
pm-1141,13,3.0,D,Não,Quartzo,5.0,6.166666666666667,4.647331154684096,7.08333,7.5,5.0,4.91667,5.604466564270153,774.0,115.0,8.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,7.5,6.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Não,Fase 5 (1º EM),2019,Não,4.0
pm-1144,,0.0,M,Não,Ágata,5.0,8.083333333333334,6.785714285714285,10.00002,5.0,5.3125,7.08333,6.921727523809524,520.0,147.0,6.0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.333333333333334,6.833333333333333,,Mantido na Fase atual,Mantido na Fase atual,,,Não,Fase 1 (4º ano),2022,Não,2.0
pm-1150,9,1.0,G,Não,Ametista,5.0,6.416666666666666,8.771929824561404,9.000020000000001,5.0,5.9375,8.25,7.181471298245615,436.0,111.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.833333333333333,8.0,,Promovido de Fase,Promovido de Fase,,,Não,Fase 2 (5º e 6º ano),2018,Não,2.0
pm-1151,,4.0,L,Não,Ágata,5.0,6.744444444444444,7.850182863113898,8.75001,5.625,6.40625,6.499995,6.797050461511668,556.0,49.0,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.5,6.333333333333333,7.399999999999999,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,Fase 5 (1º EM),2021,Não,4.0
pm-1152,,2.0,B,Não,Topázio,10.0,7.0,9.055555555555555,10.00002,7.5,6.041666666666667,7.888890000000001,8.143057777777779,102.0,14.0,2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.0,8.0,,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-1153,,3.0,E,Não,Ágata,5.0,3.75,7.357142857142857,7.91667,7.5,6.875,5.49999,6.050593571428572,718.0,101.0,9.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,4.5,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não,Fase 4 (9º ano),2022,Não,4.0
pm-1154,,1.0,L,Não,Ametista,5.0,6.25,9.62962962962963,7.83334,7.5,5.625,7.222219999999999,7.216203925925925,422.0,108.0,9.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,9.5,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-1155,,0.0,G,Não,Ametista,10.0,7.583333333333333,8.053872053872054,9.50002,7.5,5.625,7.91666,7.973275077441079,149.0,41.0,2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.166666666666666,7.0,,Mantido na Fase atual,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2021,Não,2.0
pm-1156,13,4.0,B,Não,Quartzo,5.0,5.555555555555556,6.168615866891729,0.0,7.5,7.34375,6.166665,5.562542284489457,778.0,71.0,13.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.666666666666667,6.833333333333333,3.166666666666667,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Sim,Fase 5 (1º EM),2019,Não,4.0
pm-1159,15,6.0,A,Sim,Ametista,5.0,6.844444444444444,9.00661079649251,9.16668,6.875,8.125,8.944446666666666,7.875768381520724,177.0,7.0,7.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.5,4.266666666666667,7.766666666666667,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Não,Fase 7 (3º EM),2019,Sim,4.0
pm-1161,14,4.0,L,Não,Ágata,5.0,6.5,7.333072100313479,8.33334,5.625,6.71875,7.2083375,6.775990920062696,562.0,50.0,11.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.666666666666667,6.5,8.333333333333334,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase + Bolsa,Sim,Fase 6 (2º EM),2018,Não,4.0
pm-1162,,0.0,V,Não,Ametista,5.0,7.183333333333334,8.504273504273504,8.500020000000001,7.5,5.625,7.5,7.300023367521367,395.0,115.0,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.566666666666666,5.8,,Promovido de Fase,Mantido na Fase atual,,,Não,Fase 2 (5º e 6º ano),2022,Não,2.0
pm-1163,,7.0,D,Não,Ágata,5.0,3.75,9.166666666666666,9.58335,7.5,7.03125,7.249995,6.944792333333333,508.0,9.0,6.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.0,0.5,,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Sim,Fase 8 (Universitários),2022,Não,4.0
pm-1165,13,4.0,B,Não,Ágata,5.0,6.666666666666667,6.449675324675325,6.66667,7.5,8.28125,7.7916675,6.926393898268398,516.0,42.0,7.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.0,5.333333333333333,8.666666666666666,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Sim,Fase 5 (1º EM),2019,Não,4.0
pm-1167,9,2.0,I,Não,Ametista,10.0,3.5,8.887667887667888,8.000020000000001,7.5,6.458333333333334,7.555556666666667,7.184480244200245,435.0,66.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,5.0,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2019,Não,3.0
pm-1168,11,1.0,M,Não,Ametista,5.0,6.666666666666666,8.27689594356261,8.91668,7.5,5.833333333333334,7.333333333333333,7.180380522045855,438.0,112.0,9.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.833333333333333,6.5,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2020,Não,3.0
pm-1169,,2.0,F,Não,Ametista,10.0,7.25,9.487179487179487,6.41668,5.0,6.25,6.944443333333333,7.502992564102563,308.0,46.0,6.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.5,8.0,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-1170,9,1.0,H,Não,Ágata,5.0,4.75,6.009891879457097,9.50002,7.5,5.625,6.833325,6.281145375891421,691.0,167.0,7.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.333333333333333,5.166666666666667,,Mantido na Fase atual,Promovido de Fase,,,Não,Fase 2 (5º e 6º ano),2019,Não,2.0
pm-1171,12,4.0,F,Sim,Topázio,10.0,7.911111111111111,9.895833333333334,8.33334,5.625,7.8125,9.5000075,8.63847438888889,24.0,3.0,1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.666666666666666,7.666666666666667,6.4,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não,Fase 3 (7º e 8º ano),2019,Sim,4.0
pm-1174,15,6.0,A,Não,Quartzo,5.0,5.877777777777777,5.366847826086957,0.0,5.0,6.5625,5.222213333333333,4.949617787439614,825.0,18.0,18.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.333333333333333,5.3,10.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Não,Fase 7 (3º EM),2019,Sim,4.0
pm-1176,15,6.0,A,Sim,Topázio,5.0,8.555555555555555,8.940746753246753,9.16668,7.5,8.90625,9.833343333333334,8.523222128427129,31.0,4.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,7.0,9.666666666666666,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,Fase 7 (3º EM),2017,Sim,4.0
pm-1177,,1.0,J,Não,Ametista,5.0,4.916666666666666,9.015700483091788,10.00002,7.5,5.833333333333334,7.222223333333333,7.064253429951691,466.0,119.0,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.333333333333333,5.5,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-1179,,2.0,L,Não,Ágata,5.0,2.25,9.62962962962963,8.41668,7.5,6.458333333333334,7.666666666666667,6.646760592592592,607.0,102.0,14.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.5,4.0,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2022,Não,3.0
pm-1180,,2.0,P,Não,Ágata,5.0,7.0,6.018518518518519,0.0,7.5,6.666666666666666,8.111113333333336,6.142593037037038,703.0,129.0,9.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.0,8.0,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2022,Não,3.0
pm-1181,10,1.0,J,Não,Ametista,5.0,7.083333333333334,9.444444444444445,8.500020000000001,7.5,5.833333333333334,7.333333333333333,7.455557555555556,333.0,87.0,7.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.166666666666667,8.0,,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Não,Fase 3 (7º e 8º ano),2019,Não,3.0
pm-1182,,0.0,R,Não,Ametista,10.0,9.616666666666667,9.097435897435895,8.500020000000001,5.0,3.4375,7.249995,7.886571512820513,175.0,47.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.7,9.533333333333331,,Promovido de Fase,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2021,Não,2.0
